ID,CLASS
ISIC_0056659,2
ISIC_0025269,2
ISIC_0012322,2
ISIC_0072047,2
ISIC_0014867,2
ISIC_0028960,2
ISIC_0065944,2
ISIC_0063881,2
ISIC_0072520,5
ISIC_0069998,1
ISIC_0030553,2
ISIC_0031278,2
ISIC_0032569,1
ISIC_0026986,2
ISIC_0028434,2
ISIC_0055251,2
ISIC_0027979,2
ISIC_0014829,2
ISIC_0031085,2
ISIC_0067464,2
ISIC_0013393,5
ISIC_0060039,2
ISIC_0010318,1
ISIC_0060844,5
ISIC_0063728,2
ISIC_0056996,2
ISIC_0063903,2
ISIC_0025241,2
ISIC_0026550,2
ISIC_0059626,2
ISIC_0065721,2
ISIC_0066557,2
ISIC_0028262,2
ISIC_0061690,2
ISIC_0060308,1
ISIC_0033940,1
ISIC_0033414,2
ISIC_0025595,2
ISIC_0062332,2
ISIC_0024797,1
ISIC_0061423,2
ISIC_0026284,2
ISIC_0066803,2
ISIC_0034049,2
ISIC_0029549,2
ISIC_0066519,2
ISIC_0070302,1
ISIC_0010067,2
ISIC_0062655,1
ISIC_0031460,2
ISIC_0072611,2
ISIC_0030662,2
ISIC_0063457,5
ISIC_0056872,2
ISIC_0069619,1
ISIC_0028906,2
ISIC_0011132,2
ISIC_0054286,2
ISIC_0072546,2
ISIC_0033224,2
ISIC_0073223,2
ISIC_0062065,1
ISIC_0070532,2
ISIC_0068901,2
ISIC_0054552,2
ISIC_0065111,2
ISIC_0032815,2
ISIC_0030786,2
ISIC_0071899,2
ISIC_0029650,2
ISIC_0033097,2
ISIC_0028452,1
ISIC_0027405,2
ISIC_0031584,2
ISIC_0055664,2
ISIC_0025545,2
ISIC_0069763,5
ISIC_0068561,2
ISIC_0055983,1
ISIC_0032921,2
ISIC_0015984,2
ISIC_0057610,1
ISIC_0029764,1
ISIC_0027865,2
ISIC_0028832,2
ISIC_0057339,2
ISIC_0014148,5
ISIC_0031603,1
ISIC_0026580,2
ISIC_0064094,2
ISIC_0070406,2
ISIC_0066587,2
ISIC_0063353,1
ISIC_0032475,2
ISIC_0068048,2
ISIC_0032722,2
ISIC_0012127,2
ISIC_0031033,2
ISIC_0070751,1
ISIC_0008807,2
ISIC_0027628,2
ISIC_0014585,2
ISIC_0033047,2
ISIC_0070236,2
ISIC_0027981,1
ISIC_0054256,2
ISIC_0029433,2
ISIC_0026464,2
ISIC_0064417,2
ISIC_0030082,1
ISIC_0054731,2
ISIC_0056222,2
ISIC_0029929,2
ISIC_0057020,5
ISIC_0028356,2
ISIC_0014251,2
ISIC_0033342,2
ISIC_0028787,2
ISIC_0063666,2
ISIC_0015482,2
ISIC_0029585,2
ISIC_0071331,1
ISIC_0028860,1
ISIC_0065039,2
ISIC_0059943,2
ISIC_0029778,2
ISIC_0033625,2
ISIC_0061612,2
ISIC_0032427,2
ISIC_0066881,2
ISIC_0070900,1
ISIC_0025517,1
ISIC_0055636,2
ISIC_0029251,1
ISIC_0024715,2
ISIC_0027563,2
ISIC_0070380,2
ISIC_0029736,1
ISIC_0034236,2
ISIC_0068829,1
ISIC_0032469,2
ISIC_0071618,2
ISIC_0030907,1
ISIC_0068303,2
ISIC_0063782,2
ISIC_0034161,2
ISIC_0061291,2
ISIC_0058542,2
ISIC_0064445,2
ISIC_0069101,2
ISIC_0063018,2
ISIC_0053659,2
ISIC_0060709,2
ISIC_0014599,2
ISIC_0031548,2
ISIC_0067633,1
ISIC_0059227,1
ISIC_0058858,2
ISIC_0056759,2
ISIC_0032770,2
ISIC_0071501,2
ISIC_0031061,1
ISIC_0070703,2
ISIC_0061022,2
ISIC_0013610,2
ISIC_0024396,2
ISIC_0025194,1
ISIC_0000145,2
ISIC_0033015,1
ISIC_0029148,2
ISIC_0069428,2
ISIC_0028083,2
ISIC_0072324,2
ISIC_0073126,2
ISIC_0032644,2
ISIC_0010848,1
ISIC_0060314,1
ISIC_0057692,2
ISIC_0000071,2
ISIC_0055381,1
ISIC_0031432,2
ISIC_0068084,2
ISIC_0032323,2
ISIC_0057108,2
ISIC_0014650,2
ISIC_0065773,2
ISIC_0032190,2
ISIC_0026502,2
ISIC_0054330,2
ISIC_0030483,1
ISIC_0025589,1
ISIC_0033408,2
ISIC_0063951,2
ISIC_0066505,2
ISIC_0055455,2
ISIC_0028230,2
ISIC_0064016,2
ISIC_0029032,2
ISIC_0067707,5
ISIC_0070834,2
ISIC_0000368,5
ISIC_0055098,2
ISIC_0024621,2
ISIC_0068407,2
ISIC_0063086,2
ISIC_0061595,5
ISIC_0058246,2
ISIC_0027130,2
ISIC_0025423,2
ISIC_0034302,2
ISIC_0067137,1
ISIC_0024346,2
ISIC_0000195,2
ISIC_0014507,2
ISIC_0016014,2
ISIC_0025939,2
ISIC_0030567,2
ISIC_0031765,2
ISIC_0062550,1
ISIC_0072514,2
ISIC_0000326,2
ISIC_0033276,2
ISIC_0064495,2
ISIC_0059877,2
ISIC_0028129,2
ISIC_0054854,1
ISIC_0067179,1
ISIC_0013114,2
ISIC_0010605,2
ISIC_0027383,2
ISIC_0032345,2
ISIC_0071134,2
ISIC_0028582,2
ISIC_0062661,2
ISIC_0068778,1
ISIC_0015960,2
ISIC_0028218,2
ISIC_0066837,1
ISIC_0054482,2
ISIC_0060615,2
ISIC_0062306,2
ISIC_0031133,2
ISIC_0029054,2
ISIC_0065272,1
ISIC_0013096,2
ISIC_0031380,2
ISIC_0066563,1
ISIC_0028256,2
ISIC_0066004,2
ISIC_0014636,2
ISIC_0058410,2
ISIC_0028731,2
ISIC_0012814,2
ISIC_0027881,2
ISIC_0063587,2
ISIC_0068106,2
ISIC_0024320,2
ISIC_0056512,2
ISIC_0029983,1
ISIC_0069984,2
ISIC_0061269,2
ISIC_0032821,2
ISIC_0067436,2
ISIC_0065125,1
ISIC_0026354,2
ISIC_0025911,2
ISIC_0028428,2
ISIC_0067962,2
ISIC_0030066,2
ISIC_0062536,2
ISIC_0072572,2
ISIC_0070061,2
ISIC_0027682,2
ISIC_0001142,1
ISIC_0009966,2
ISIC_0061674,5
ISIC_0060476,2
ISIC_0068281,2
ISIC_0030435,1
ISIC_0060111,1
ISIC_0029279,2
ISIC_0026707,2
ISIC_0030686,2
ISIC_0013792,1
ISIC_0068032,2
ISIC_0033197,2
ISIC_0058673,2
ISIC_0031679,2
ISIC_0072408,1
ISIC_0060922,2
ISIC_0065011,2
ISIC_0067502,1
ISIC_0068555,1
ISIC_0055650,1
ISIC_0028848,2
ISIC_0070681,2
ISIC_0060592,1
ISIC_0028362,2
ISIC_0055507,2
ISIC_0069400,2
ISIC_0054705,2
ISIC_0067655,1
ISIC_0026137,1
ISIC_0058524,2
ISIC_0064423,2
ISIC_0066130,2
ISIC_0031834,2
ISIC_0063803,1
ISIC_0032758,2
ISIC_0058797,2
ISIC_0000123,2
ISIC_0061044,2
ISIC_0025668,2
ISIC_0026904,2
ISIC_0065308,2
ISIC_0030885,2
ISIC_0055853,2
ISIC_0070765,2
ISIC_0024697,1
ISIC_0028155,1
ISIC_0027102,2
ISIC_0029357,2
ISIC_0054532,2
ISIC_0027698,2
ISIC_0032008,2
ISIC_0026980,1
ISIC_0027465,1
ISIC_0065416,2
ISIC_0056546,2
ISIC_0065942,5
ISIC_0000314,2
ISIC_0070035,2
ISIC_0030555,2
ISIC_0034183,2
ISIC_0062878,1
ISIC_0012324,5
ISIC_0072041,2
ISIC_0055583,2
ISIC_0029999,2
ISIC_0056292,1
ISIC_0066349,2
ISIC_0025138,2
ISIC_0032676,2
ISIC_0071407,2
ISIC_0059192,1
ISIC_0030365,2
ISIC_0062352,1
ISIC_0053711,2
ISIC_0000524,2
ISIC_0034029,2
ISIC_0069049,2
ISIC_0015149,1
ISIC_0030198,2
ISIC_0025708,1
ISIC_0058910,2
ISIC_0057947,5
ISIC_0033689,2
ISIC_0062635,2
ISIC_0031400,2
ISIC_0027581,2
ISIC_0033113,2
ISIC_0028882,2
ISIC_0014985,2
ISIC_0067252,2
ISIC_0068205,2
ISIC_0061397,2
ISIC_0027732,2
ISIC_0028765,2
ISIC_0055100,2
ISIC_0059321,2
ISIC_0064024,5
ISIC_0057174,2
ISIC_0025746,2
ISIC_0012974,2
ISIC_0012109,2
ISIC_0031860,2
ISIC_0025315,2
ISIC_0012693,2
ISIC_0033294,1
ISIC_0058570,2
ISIC_0056725,1
ISIC_0013491,2
ISIC_0034153,2
ISIC_0027361,2
ISIC_0057040,5
ISIC_0064110,2
ISIC_0026163,2
ISIC_0068656,5
ISIC_0066399,2
ISIC_0033814,2
ISIC_0033069,2
ISIC_0000410,2
ISIC_0060775,2
ISIC_0061577,2
ISIC_0057569,2
ISIC_0028378,2
ISIC_0026950,2
ISIC_0033027,1
ISIC_0057794,1
ISIC_0070256,1
ISIC_0000177,2
ISIC_0055287,2
ISIC_0009898,2
ISIC_0062701,2
ISIC_0071054,1
ISIC_0054448,1
ISIC_0024769,2
ISIC_0072388,2
ISIC_0059696,2
ISIC_0071303,2
ISIC_0065791,2
ISIC_0030461,2
ISIC_0053868,1
ISIC_0058494,1
ISIC_0010264,2
ISIC_0031304,2
ISIC_0012210,1
ISIC_0033617,2
ISIC_0060422,2
ISIC_0024727,2
ISIC_0065838,2
ISIC_0061493,2
ISIC_0015364,2
ISIC_0014166,2
ISIC_0030935,2
ISIC_0062902,5
ISIC_0067031,2
ISIC_0056472,2
ISIC_0069264,1
ISIC_0065374,2
ISIC_0068630,2
ISIC_0013190,2
ISIC_0024416,5
ISIC_0058071,2
ISIC_0071801,2
ISIC_0033568,2
ISIC_0027987,2
ISIC_0059714,2
ISIC_0029435,2
ISIC_0056743,2
ISIC_0064411,2
ISIC_0028637,1
ISIC_0054779,2
ISIC_0024458,2
ISIC_0026936,2
ISIC_0014219,2
ISIC_0013644,2
ISIC_0032243,1
ISIC_0011357,2
ISIC_0031552,5
ISIC_0056097,2
ISIC_0061511,1
ISIC_0000476,1
ISIC_0031035,2
ISIC_0024942,2
ISIC_0033671,2
ISIC_0071602,2
ISIC_0063355,2
ISIC_0025817,2
ISIC_0009954,2
ISIC_0057658,2
ISIC_0027579,2
ISIC_0067864,1
ISIC_0010598,2
ISIC_0059917,2
ISIC_0056940,2
ISIC_0031605,2
ISIC_0062430,2
ISIC_0072474,2
ISIC_0025297,1
ISIC_0061321,2
ISIC_0028560,2
ISIC_0060390,2
ISIC_0055305,2
ISIC_0025024,1
ISIC_0026735,2
ISIC_0059443,2
ISIC_0026252,1
ISIC_0033358,2
ISIC_0070129,2
ISIC_0032927,2
ISIC_0062850,2
ISIC_0027399,2
ISIC_0011387,1
ISIC_0059577,2
ISIC_0067163,2
ISIC_0012496,2
ISIC_0010185,2
ISIC_0057722,2
ISIC_0071585,1
ISIC_0054554,1
ISIC_0025477,5
ISIC_0058212,2
ISIC_0027164,2
ISIC_0070787,2
ISIC_0064315,2
ISIC_0014849,2
ISIC_0063748,2
ISIC_0070860,2
ISIC_0058588,2
ISIC_0073225,2
ISIC_0028380,2
ISIC_0054800,2
ISIC_0059539,2
ISIC_0026328,2
ISIC_0028900,2
ISIC_0066648,2
ISIC_0054280,1
ISIC_0033222,1
ISIC_0070053,2
ISIC_0031731,2
ISIC_0029855,2
ISIC_0031466,2
ISIC_0060340,2
ISIC_0064796,1
ISIC_0033908,2
ISIC_0071106,2
ISIC_0025593,2
ISIC_0033412,1
ISIC_0027080,2
ISIC_0070663,2
ISIC_0000542,2
ISIC_0055955,2
ISIC_0057112,2
ISIC_0063385,2
ISIC_0061696,5
ISIC_0056310,2
ISIC_0072659,2
ISIC_0061971,2
ISIC_0071935,1
ISIC_0063905,1
ISIC_0025247,1
ISIC_0054364,2
ISIC_0024838,1
ISIC_0029501,2
ISIC_0056677,2
ISIC_0060522,1
ISIC_0027385,2
ISIC_0053472,5
ISIC_0025696,2
ISIC_0031204,2
ISIC_0062031,2
ISIC_0067382,2
ISIC_0033270,2
ISIC_0064493,2
ISIC_0031763,2
ISIC_0071599,1
ISIC_0028952,2
ISIC_0014028,2
ISIC_0014855,2
ISIC_0012990,2
ISIC_0026653,2
ISIC_0065422,2
ISIC_0069364,2
ISIC_0000193,2
ISIC_0014501,2
ISIC_0030048,1
ISIC_0061209,2
ISIC_0061593,2
ISIC_0065145,2
ISIC_0054506,2
ISIC_0068401,1
ISIC_0025425,2
ISIC_0069603,1
ISIC_0066654,2
ISIC_0014066,2
ISIC_0064347,2
ISIC_0003728,2
ISIC_0061923,2
ISIC_0057140,2
ISIC_0026063,1
ISIC_0015133,1
ISIC_0033394,1
ISIC_0027706,2
ISIC_0055949,2
ISIC_0031687,1
ISIC_0032196,2
ISIC_0062601,2
ISIC_0031434,2
ISIC_0057694,5
ISIC_0070356,2
ISIC_0061110,5
ISIC_0054185,1
ISIC_0030636,2
ISIC_0064823,5
ISIC_0058924,2
ISIC_0029807,2
ISIC_0063399,2
ISIC_0066857,2
ISIC_0014618,5
ISIC_0028085,2
ISIC_0026683,2
ISIC_0011305,1
ISIC_0012414,1
ISIC_0072771,2
ISIC_0058810,1
ISIC_0057847,2
ISIC_0034129,2
ISIC_0069934,2
ISIC_0064397,2
ISIC_0068985,2
ISIC_0028498,2
ISIC_0065326,2
ISIC_0026157,2
ISIC_0029100,2
ISIC_0008507,2
ISIC_0055567,2
ISIC_0069460,2
ISIC_0058023,2
ISIC_0059746,2
ISIC_0068305,1
ISIC_0034167,2
ISIC_0055000,2
ISIC_0057513,2
ISIC_0031854,2
ISIC_0069250,2
ISIC_0065516,2
ISIC_0026767,2
ISIC_0062936,1
ISIC_0063349,5
ISIC_0053812,1
ISIC_0031619,1
ISIC_0032108,1
ISIC_0028055,1
ISIC_0055630,2
ISIC_0030381,2
ISIC_0026200,2
ISIC_0029257,1
ISIC_0032692,1
ISIC_0009906,2
ISIC_0026729,2
ISIC_0012224,2
ISIC_0055483,2
ISIC_0070452,2
ISIC_0061614,5
ISIC_0000214,2
ISIC_0032146,1
ISIC_0033288,2
ISIC_0030599,2
ISIC_0033512,2
ISIC_0033075,2
ISIC_0062753,2
ISIC_0013670,2
ISIC_0013997,2
ISIC_0030883,2
ISIC_0025347,2
ISIC_0010448,2
ISIC_0013359,2
ISIC_0009884,1
ISIC_0072759,2
ISIC_0032239,2
ISIC_0071835,2
ISIC_0062087,2
ISIC_0069406,2
ISIC_0060594,2
ISIC_0014263,2
ISIC_0029166,2
ISIC_0024422,2
ISIC_0032913,2
ISIC_0068553,2
ISIC_0071485,2
ISIC_0027064,2
ISIC_0025577,2
ISIC_0034256,2
ISIC_0068849,1
ISIC_0067063,5
ISIC_0032393,1
ISIC_0028554,2
ISIC_0069236,2
ISIC_0031318,2
ISIC_0013527,2
ISIC_0030433,2
ISIC_0012725,2
ISIC_0033322,2
ISIC_0028800,2
ISIC_0069278,2
ISIC_0029082,1
ISIC_0061672,2
ISIC_0030929,2
ISIC_0031356,2
ISIC_0062163,2
ISIC_0028280,2
ISIC_0031705,2
ISIC_0063732,5
ISIC_0030507,2
ISIC_0032869,2
ISIC_0033896,1
ISIC_0067964,2
ISIC_0060544,1
ISIC_0031262,2
ISIC_0065390,2
ISIC_0053940,2
ISIC_0000492,2
ISIC_0015202,2
ISIC_0056073,5
ISIC_0059024,2
ISIC_0024641,1
ISIC_0058741,2
ISIC_0059543,2
ISIC_0061092,1
ISIC_0072820,2
ISIC_0054350,2
ISIC_0034035,2
ISIC_0059614,2
ISIC_0056643,2
ISIC_0028737,2
ISIC_0066002,2
ISIC_0073108,5
ISIC_0030184,2
ISIC_0033695,2
ISIC_0066565,2
ISIC_0025714,1
ISIC_0058458,2
ISIC_0032624,2
ISIC_0029786,1
ISIC_0030650,2
ISIC_0072623,1
ISIC_0031452,2
ISIC_0033141,2
ISIC_0000011,2
ISIC_0015966,2
ISIC_0067729,2
ISIC_0062980,2
ISIC_0058942,2
ISIC_0064926,2
ISIC_0055282,2
ISIC_0030733,2
ISIC_0053620,1
ISIC_0070734,2
ISIC_0000415,2
ISIC_0013340,1
ISIC_0071536,2
ISIC_0060897,1
ISIC_0066406,2
ISIC_0059210,2
ISIC_0031782,2
ISIC_0012696,2
ISIC_0069136,1
ISIC_0028654,1
ISIC_0030580,2
ISIC_0060469,1
ISIC_0054919,1
ISIC_0000096,2
ISIC_0025047,2
ISIC_0054403,2
ISIC_0056110,2
ISIC_0060694,5
ISIC_0014163,2
ISIC_0057312,2
ISIC_0055601,1
ISIC_0062387,2
ISIC_0066751,1
ISIC_0030103,2
ISIC_0072170,2
ISIC_0025793,2
ISIC_0070463,1
ISIC_0027280,2
ISIC_0030699,1
ISIC_0067807,2
ISIC_0009937,2
ISIC_0066278,2
ISIC_0059109,2
ISIC_0056923,2
ISIC_0031981,2
ISIC_0059693,2
ISIC_0065794,2
ISIC_0070104,2
ISIC_0033375,2
ISIC_0010261,2
ISIC_0060140,1
ISIC_0033726,2
ISIC_0031235,1
ISIC_0069481,2
ISIC_0073246,2
ISIC_0025940,2
ISIC_0068119,2
ISIC_0027934,2
ISIC_0027149,1
ISIC_0067429,1
ISIC_0065947,2
ISIC_0014783,2
ISIC_0028684,2
ISIC_0072523,5
ISIC_0031752,2
ISIC_0030550,2
ISIC_0061276,1
ISIC_0070519,2
ISIC_0025173,2
ISIC_0016023,2
ISIC_0058716,2
ISIC_0054050,2
ISIC_0067100,2
ISIC_0028150,2
ISIC_0010481,2
ISIC_0054537,2
ISIC_0024616,2
ISIC_0024541,2
ISIC_0015102,2
ISIC_0059324,2
ISIC_0064021,2
ISIC_0027250,2
ISIC_0028207,2
ISIC_0033158,2
ISIC_0033925,2
ISIC_0028887,2
ISIC_0054307,1
ISIC_0056614,1
ISIC_0064546,5
ISIC_0014667,2
ISIC_0025224,2
ISIC_0058168,2
ISIC_0028249,2
ISIC_0061121,2
ISIC_0067899,2
ISIC_0031405,2
ISIC_0025097,2
ISIC_0010002,2
ISIC_0033116,2
ISIC_0065090,2
ISIC_0030360,2
ISIC_0072313,2
ISIC_0066781,2
ISIC_0062357,2
ISIC_0032994,2
ISIC_0069831,1
ISIC_0065921,1
ISIC_0032858,2
ISIC_0030051,2
ISIC_0032542,2
ISIC_0028385,2
ISIC_0031253,2
ISIC_0067955,1
ISIC_0024359,1
ISIC_0064639,2
ISIC_0025926,2
ISIC_0071580,2
ISIC_0059868,2
ISIC_0015233,2
ISIC_0025472,2
ISIC_0014031,2
ISIC_0024997,2
ISIC_0060821,2
ISIC_0056525,2
ISIC_0013691,2
ISIC_0069333,2
ISIC_0012493,2
ISIC_0016045,2
ISIC_0031587,2
ISIC_0058770,2
ISIC_0028706,2
ISIC_0068266,2
ISIC_0015403,2
ISIC_0055404,2
ISIC_0024527,2
ISIC_0067756,2
ISIC_0065245,1
ISIC_0029063,2
ISIC_0026849,2
ISIC_0002829,2
ISIC_0072375,2
ISIC_0070666,2
ISIC_0026287,2
ISIC_0013212,2
ISIC_0070981,2
ISIC_0014328,1
ISIC_0026807,2
ISIC_0024569,2
ISIC_0070301,2
ISIC_0060345,1
ISIC_0010064,2
ISIC_0063007,5
ISIC_0071550,2
ISIC_0060716,2
ISIC_0031030,2
ISIC_0055783,2
ISIC_0066934,2
ISIC_0025338,2
ISIC_0057810,2
ISIC_0063834,2
ISIC_0060758,2
ISIC_0015537,2
ISIC_0059711,1
ISIC_0024909,1
ISIC_0067305,5
ISIC_0034130,2
ISIC_0072595,1
ISIC_0066107,2
ISIC_0070086,2
ISIC_0058513,2
ISIC_0059276,1
ISIC_0031283,2
ISIC_0069437,2
ISIC_0025611,2
ISIC_0027498,2
ISIC_0033877,2
ISIC_0057374,2
ISIC_0027055,2
ISIC_0055667,1
ISIC_0024744,2
ISIC_0056176,2
ISIC_0010249,1
ISIC_0053845,2
ISIC_0030956,1
ISIC_0071649,2
ISIC_0015987,2
ISIC_0069207,1
ISIC_0062686,2
ISIC_0056411,2
ISIC_0026730,2
ISIC_0066779,2
ISIC_0014936,2
ISIC_0026219,2
ISIC_0062435,2
ISIC_0025292,5
ISIC_0000243,2
ISIC_0027781,1
ISIC_0010207,2
ISIC_0030402,2
ISIC_0066584,2
ISIC_0064097,2
ISIC_0053511,2
ISIC_0065295,2
ISIC_0032476,1
ISIC_0013071,2
ISIC_0030165,2
ISIC_0025812,2
ISIC_0069249,1
ISIC_0029729,2
ISIC_0059743,2
ISIC_0034162,2
ISIC_0062583,1
ISIC_0027637,2
ISIC_0030749,2
ISIC_0024441,2
ISIC_0062899,1
ISIC_0028307,2
ISIC_0032894,2
ISIC_0055836,2
ISIC_0063828,1
ISIC_0067483,2
ISIC_0000421,2
ISIC_0072213,2
ISIC_0011300,2
ISIC_0033016,2
ISIC_0072774,2
ISIC_0013189,2
ISIC_0010255,2
ISIC_0070130,2
ISIC_0000211,2
ISIC_0028784,2
ISIC_0028863,2
ISIC_0058658,2
ISIC_0067833,2
ISIC_0068864,2
ISIC_0069581,1
ISIC_0055486,2
ISIC_0030137,2
ISIC_0054684,2
ISIC_0061338,2
ISIC_0064276,2
ISIC_0025514,2
ISIC_0024716,1
ISIC_0056124,2
ISIC_0068057,2
ISIC_0067000,5
ISIC_0026762,2
ISIC_0070419,2
ISIC_0030904,2
ISIC_0026885,2
ISIC_0072559,2
ISIC_0060873,2
ISIC_0067453,1
ISIC_0025420,1
ISIC_0060794,2
ISIC_0028919,2
ISIC_0028164,2
ISIC_0058722,2
ISIC_0000196,2
ISIC_0064625,2
ISIC_0062807,2
ISIC_0057892,2
ISIC_0060040,2
ISIC_0031766,1
ISIC_0027900,2
ISIC_0014850,2
ISIC_0069648,2
ISIC_0068950,2
ISIC_0025109,1
ISIC_0066378,2
ISIC_0010606,2
ISIC_0027380,2
ISIC_0072070,2
ISIC_0031201,1
ISIC_0069805,2
ISIC_0069078,1
ISIC_0024821,1
ISIC_0072327,2
ISIC_0029282,2
ISIC_0032647,2
ISIC_0060317,2
ISIC_0000072,1
ISIC_0032320,2
ISIC_0056493,2
ISIC_0026028,2
ISIC_0025210,2
ISIC_0031682,2
ISIC_0034056,2
ISIC_0030480,2
ISIC_0027099,2
ISIC_0059990,1
ISIC_0053593,2
ISIC_0027264,2
ISIC_0069551,2
ISIC_0025777,2
ISIC_0029031,1
ISIC_0025121,5
ISIC_0060295,2
ISIC_0029667,2
ISIC_0059546,5
ISIC_0024323,2
ISIC_0072825,2
ISIC_0029980,1
ISIC_0069987,2
ISIC_0028698,2
ISIC_0009505,2
ISIC_0066637,2
ISIC_0064324,2
ISIC_0027155,2
ISIC_0015207,2
ISIC_0054565,2
ISIC_0033893,2
ISIC_0069349,2
ISIC_0063250,2
ISIC_0030065,2
ISIC_0033213,1
ISIC_0025392,2
ISIC_0027966,2
ISIC_0014836,2
ISIC_0025408,2
ISIC_0056038,2
ISIC_0061173,2
ISIC_0001216,2
ISIC_0060371,2
ISIC_0000014,2
ISIC_0026833,2
ISIC_0066834,5
ISIC_0030332,2
ISIC_0063107,5
ISIC_0062305,1
ISIC_0057390,2
ISIC_0070652,2
ISIC_0033423,2
ISIC_0071179,5
ISIC_0061940,2
ISIC_0027598,2
ISIC_0033977,2
ISIC_0068735,2
ISIC_0026000,2
ISIC_0056321,5
ISIC_0028255,2
ISIC_0027202,2
ISIC_0058909,2
ISIC_0064073,2
ISIC_0025711,2
ISIC_0054355,5
ISIC_0024809,2
ISIC_0067205,2
ISIC_0026567,2
ISIC_0072495,2
ISIC_0013268,2
ISIC_0062718,2
ISIC_0061874,5
ISIC_0071830,2
ISIC_0062082,2
ISIC_0066454,2
ISIC_0028361,1
ISIC_0015064,1
ISIC_0026134,1
ISIC_0054706,2
ISIC_0025342,2
ISIC_0058527,2
ISIC_0001191,2
ISIC_0060245,2
ISIC_0062756,5
ISIC_0030761,2
ISIC_0032272,2
ISIC_0011366,2
ISIC_0027378,2
ISIC_0057059,1
ISIC_0026907,2
ISIC_0028648,2
ISIC_0013488,2
ISIC_0070766,5
ISIC_0062231,2
ISIC_0031879,2
ISIC_0073077,2
ISIC_0030206,2
ISIC_0061520,2
ISIC_0067855,2
ISIC_0054178,2
ISIC_0025826,2
ISIC_0009965,2
ISIC_0063364,2
ISIC_0070431,2
ISIC_0028285,1
ISIC_0014382,2
ISIC_0032125,2
ISIC_0032958,1
ISIC_0056696,2
ISIC_0071354,2
ISIC_0063603,2
ISIC_0062401,2
ISIC_0010233,2
ISIC_0058359,2
ISIC_0030685,2
ISIC_0013876,2
ISIC_0061639,2
ISIC_0058997,2
ISIC_0032916,2
ISIC_0000239,2
ISIC_0066099,2
ISIC_0067501,2
ISIC_0068556,5
ISIC_0054451,2
ISIC_0071480,2
ISIC_0026263,2
ISIC_0059968,2
ISIC_0069754,1
ISIC_0056509,2
ISIC_0056293,2
ISIC_0071751,2
ISIC_0031231,2
ISIC_0070553,2
ISIC_0033722,2
ISIC_0029482,2
ISIC_0063761,2
ISIC_0070849,2
ISIC_0059844,1
ISIC_0029318,2
ISIC_0059039,2
ISIC_0008236,2
ISIC_0054054,2
ISIC_0068153,2
ISIC_0067979,2
ISIC_0059510,2
ISIC_0057745,2
ISIC_0058712,2
ISIC_0055256,1
ISIC_0060559,2
ISIC_0058088,2
ISIC_0032874,2
ISIC_0068434,1
ISIC_0024612,2
ISIC_0059077,2
ISIC_0028154,2
ISIC_0033591,2
ISIC_0025410,2
ISIC_0071952,2
ISIC_0064858,2
ISIC_0028203,2
ISIC_0067734,1
ISIC_0066051,2
ISIC_0029566,2
ISIC_0068204,2
ISIC_0028883,2
ISIC_0071448,5
ISIC_0032639,2
ISIC_0060327,2
ISIC_0030603,2
ISIC_0057946,1
ISIC_0065269,2
ISIC_0024811,1
ISIC_0034028,2
ISIC_0059609,2
ISIC_0033475,2
ISIC_0053710,2
ISIC_0073115,2
ISIC_0030364,2
ISIC_0063151,1
ISIC_0071406,2
ISIC_0061011,2
ISIC_0011330,2
ISIC_0001374,2
ISIC_0069381,2
ISIC_0000176,2
ISIC_0026951,2
ISIC_0068619,2
ISIC_0060589,1
ISIC_0057872,1
ISIC_0028379,2
ISIC_0029386,2
ISIC_0030250,2
ISIC_0031052,1
ISIC_0059214,2
ISIC_0065313,2
ISIC_0027360,2
ISIC_0025673,2
ISIC_0054237,1
ISIC_0026405,2
ISIC_0070899,2
ISIC_0027607,1
ISIC_0031861,2
ISIC_0059424,5
ISIC_0061988,5
ISIC_0034205,2
ISIC_0067030,5
ISIC_0068067,2
ISIC_0057996,2
ISIC_0069098,5
ISIC_0062419,2
ISIC_0032940,1
ISIC_0028060,2
ISIC_0026235,1
ISIC_0024726,2
ISIC_0067557,2
ISIC_0025870,2
ISIC_0013789,2
ISIC_0070467,1
ISIC_0031305,2
ISIC_0012211,1
ISIC_0010265,2
ISIC_0060939,2
ISIC_0027079,2
ISIC_0031985,2
ISIC_0058559,1
ISIC_0063799,5
ISIC_0068318,2
ISIC_0024943,5
ISIC_0062201,2
ISIC_0031034,2
ISIC_0033527,2
ISIC_0071554,2
ISIC_0029687,2
ISIC_0057069,1
ISIC_0029960,2
ISIC_0014731,2
ISIC_0025372,2
ISIC_0066103,2
ISIC_0069929,2
ISIC_0054251,2
ISIC_0068356,2
ISIC_0065612,2
ISIC_0029434,1
ISIC_0033569,2
ISIC_0058070,2
ISIC_0031287,2
ISIC_0013191,2
ISIC_0030085,2
ISIC_0032596,2
ISIC_0070128,2
ISIC_0065022,2
ISIC_0056172,1
ISIC_0054461,2
ISIC_0055663,2
ISIC_0066733,2
ISIC_0027051,2
ISIC_0058327,1
ISIC_0068001,1
ISIC_0062682,2
ISIC_0066254,2
ISIC_0025025,2
ISIC_0030406,1
ISIC_0026587,2
ISIC_0061320,2
ISIC_0027785,2
ISIC_0068528,1
ISIC_0059916,2
ISIC_0065811,2
ISIC_0027862,2
ISIC_0068832,2
ISIC_0064709,2
ISIC_0013808,2
